run_name	backbone	rho	epsilon	lr	max_forward_step	lambda_q	lambda_sa	lambda_mv	site	job_id	state
hpsA_h200_r3m_bn_bi_rho1p0_eps0p025_lr1e4_i40000	r3m_bn_bi	1.0	0.025	0.0001	1	0.1	1	0.5	prd03	22340	RUNNING
