run_name,backbone,rho,epsilon,lr,run_dir,status,max_step,num_logged_steps,checkpoint_complete,loss_total__first1k_mean,loss_total__last1k_mean,loss_total__delta_last_minus_first,loss_total__slope_all_per10k,loss_total__slope_last10k_per10k,loss_total__last1k_std,loss_softdtw__first1k_mean,loss_softdtw__last1k_mean,loss_softdtw__delta_last_minus_first,loss_softdtw__slope_all_per10k,loss_softdtw__slope_last10k_per10k,loss_softdtw__last1k_std,loss_align__first1k_mean,loss_align__last1k_mean,loss_align__delta_last_minus_first,loss_align__slope_all_per10k,loss_align__slope_last10k_per10k,loss_align__last1k_std,loss_struct__first1k_mean,loss_struct__last1k_mean,loss_struct__delta_last_minus_first,loss_struct__slope_all_per10k,loss_struct__slope_last10k_per10k,loss_struct__last1k_std,loss_aux__first1k_mean,loss_aux__last1k_mean,loss_aux__delta_last_minus_first,loss_aux__slope_all_per10k,loss_aux__slope_last10k_per10k,loss_aux__last1k_std,soft_alignment_teacher_entropy__first1k_mean,soft_alignment_teacher_entropy__last1k_mean,soft_alignment_teacher_entropy__delta_last_minus_first,soft_alignment_teacher_entropy__slope_all_per10k,soft_alignment_teacher_entropy__slope_last10k_per10k,soft_alignment_teacher_entropy__last1k_std,soft_alignment_kl__first1k_mean,soft_alignment_kl__last1k_mean,soft_alignment_kl__delta_last_minus_first,soft_alignment_kl__slope_all_per10k,soft_alignment_kl__slope_last10k_per10k,soft_alignment_kl__last1k_std,soft_alignment_pred_entropy__first1k_mean,soft_alignment_pred_entropy__last1k_mean,soft_alignment_pred_entropy__delta_last_minus_first,soft_alignment_pred_entropy__slope_all_per10k,soft_alignment_pred_entropy__slope_last10k_per10k,soft_alignment_pred_entropy__last1k_std,soft_alignment_teacher_expected_deviation__first1k_mean,soft_alignment_teacher_expected_deviation__last1k_mean,soft_alignment_teacher_expected_deviation__delta_last_minus_first,soft_alignment_teacher_expected_deviation__slope_all_per10k,soft_alignment_teacher_expected_deviation__slope_last10k_per10k,soft_alignment_teacher_expected_deviation__last1k_std,soft_alignment_teacher_diag_mass__first1k_mean,soft_alignment_teacher_diag_mass__last1k_mean,soft_alignment_teacher_diag_mass__delta_last_minus_first,soft_alignment_teacher_diag_mass__slope_all_per10k,soft_alignment_teacher_diag_mass__slope_last10k_per10k,soft_alignment_teacher_diag_mass__last1k_std,softdtw_top1__first1k_mean,softdtw_top1__last1k_mean,softdtw_top1__delta_last_minus_first,softdtw_top1__slope_all_per10k,softdtw_top1__slope_last10k_per10k,softdtw_top1__last1k_std,emb_std__first1k_mean,emb_std__last1k_mean,emb_std__delta_last_minus_first,emb_std__slope_all_per10k,emb_std__slope_last10k_per10k,emb_std__last1k_std,adapter_grad_norm__first1k_mean,adapter_grad_norm__last1k_mean,adapter_grad_norm__delta_last_minus_first,adapter_grad_norm__slope_all_per10k,adapter_grad_norm__slope_last10k_per10k,adapter_grad_norm__last1k_std,head_grad_norm__first1k_mean,head_grad_norm__last1k_mean,head_grad_norm__delta_last_minus_first,head_grad_norm__slope_all_per10k,head_grad_norm__slope_last10k_per10k,head_grad_norm__last1k_std
hpsA_vit_imagenet_rho0p25_eps0p05_lr7p5e5_i40000,vit_imagenet,0.25,0.05,0.000075,/home/paichichi/projects/TCC-core/wsl_result/tcc_core_runs/hpsA_vit_imagenet_rho0p25_eps0p05_lr7p5e5_i40000,complete,40000,40000,True,2.75765506809,2.1504998059,-0.60715526219,-0.0995351853443223,-0.046364951203107796,0.08519229514027955,2.08817715804,1.8164861184199999,-0.2716910396200003,-0.06955521881543189,-0.04312899831494258,0.0748988449836492,2.07137752988,1.8026364419399998,-0.26874108794000007,-0.06882728072804112,-0.042746228053707744,0.07428094508329841,0.16799621579000001,0.13849426267,-0.029501953120000007,-0.007279776461903017,-0.003827094183875927,0.009520633796118142,1.3389558152699998,0.66802737799,-0.6709284372799998,-0.05995993349842997,-0.006471905742884462,0.0452714470136534,1.55907935846,1.31448096795,-0.24459839050999999,-0.05962960128105305,-0.03419466145415694,0.058333666083370116,0.51229817537,0.4881554713,-0.02414270407000002,-0.00919767970973054,-0.008551567687956658,0.032972988928167725,2.06655140132,1.79649149538,-0.27005990593999996,-0.06940589136587048,-0.042076322304852073,0.059163636279954857,0.136355277,0.12590657848,-0.010448698519999994,-0.0024111039504295193,-0.0014266832880246371,0.010896241911794299,0.42587929334,0.46391554574000005,0.038036252400000026,0.00884447457859436,0.005256029467241118,0.026969426980594315,0.147617185,0.244265625,0.09664843999999997,0.023113182630112267,0.013396643732626442,0.042396212128754794,0.03653114929,0.0581024884,0.021571339109999997,0.006269833221607546,0.002460746869014267,0.001793133078281375,0.0,0.0,0.0,0.0,0.0,0.0,2.47031235827,2.5072417864600003,0.03692942819000011,0.1982023524569445,0.11956180119195402,0.4163566693165773
